Ch1,Ch2,Ch3,Ch4
2145,32657,-3216,-32551
4190,32346,-6263,-31945
6217,31838,-9255,-30955
8221,31134,-12166,-29592
10192,30239,-14969,-27874
12123,29158,-17640,-25820
14006,27898,-20154,-23456
15834,26467,-22491,-20810
17600,24874,-24629,-17914
19297,23128,-26550,-14803
20918,21240,-28235,-11513
22457,19222,-29672,-8085
23908,17085,-30846,-4560
25265,14844,-31747,-980
26522,12512,-32369,2611
27676,10103,-32704,6172
28720,7632,-32750,9658
29652,5114,-32506,13028
30467,2565,-31976,16241
31163,0,-31163,19259
31736,-2565,-30074,22046
32184,-5114,-28720,24568
32506,-7632,-27112,26794
32701,-10103,-25265,28698
32766,-12512,-23194,30257
32704,-14844,-20918,31452
32512,-17085,-18458,32269
32193,-19222,-15834,32698
31747,-21240,-13071,32734
31177,-23128,-10192,32376
30484,-24874,-7223,31629
29672,-26467,-4190,30501
28743,-27898,-1120,29007
27701,-29158,1959,27165
26550,-30239,5022,24995
25294,-31134,8040,22525
23940,-31838,10987,19784
22491,-32346,13837,16806
20954,-32657,16565,13625
19335,-32766,19146,10280
17640,-32675,21558,6812
15875,-32383,23780,3262
14048,-31892,25791,-326
12166,-31206,27575,-3912
10236,-30328,29115,-7450
8266,-29264,30398,-10899
6263,-28020,31412,-14217
4236,-26604,32149,-17363
2192,-25025,32601,-20301
140,-23293,32766,-22995
-1912,-21417,32641,-25413
-3958,-19410,32227,-27525
-5988,-17284,31529,-29306
-7994,-15052,30552,-30734
-9970,-12727,29306,-31793
-11905,-10325,27800,-32470
-13795,-7859,26049,-32756
-15629,-5344,24067,-32649
-17403,-2797,21873,-32149
-19108,-233,19485,-31262
-20738,2332,16926,-30000
-22287,4883,14217,-28377
-23748,7405,11382,-26412
-25115,9881,8446,-24130
-26385,12296,5436,-21558
-27550,14636,2378,-18727
-28607,16886,-700,-15670
-29552,19032,-3773,-12426
-30381,21062,-6812,-9031
-31090,22962,-9791,-5528
-31677,24721,-12684,-1959
-32140,26329,-15465,1633
-32476,27775,-18109,5206
-32685,29051,-20593,8717
-32766,30148,-22895,12123
-32717,31060,-24995,15383
-32540,31782,-26874,18458
-32236,32308,-28516,21311
-31804,32637,-29905,23908
-31248,32765,-31030,26217
-30569,32691,-31881,28212
-29770,32418,-32451,29867
-28854,31945,-32734,31163
-27825,31276,-32727,32084
-26686,30415,-32431,32620
-25442,29368,-31849,32763
-24099,28140,-30985,32512
-22660,26740,-29848,31871
-21133,25175,-28446,30846
-19523,23456,-26794,29450
-17836,21593,-24904,27701
-16079,19598,-22795,25618
-14259,17482,-20484,23227
-12382,15259,-17992,20557
-10457,12942,-15341,17640
-8491,10546,-12555,14510
-6492,8085,-9658,11206
-4467,5574,-6675,7768
-2425,3030,-3633,4236
-373,466,-560,653
1679,-2099,2518,-2937
3726,-4652,5574,-6492
5758,-7177,8582,-9970
7768,-9658,11513,-13327
9747,-12079,14343,-16524
11688,-14427,17046,-19523
13582,-16685,19598,-22287
15424,-18842,21977,-24783
17205,-20882,24162,-26980
18918,-22795,26133,-28854
20557,-24568,27874,-30381
22115,-26189,29368,-31542
23586,-27651,30603,-32324
24965,-28942,31567,-32717
26245,-30056,32252,-32717
27423,-30985,32653,-32324
28493,-31724,32765,-31542
29450,-32269,32587,-30381
30292,-32615,32121,-28854
31015,-32761,31372,-26980
31617,-32706,30345,-24783
32093,-32451,29051,-22287
32444,-31996,27499,-19523
32668,-31345,25705,-16524
32763,-30501,23683,-13327
32729,-29471,21453,-9970
32567,-28259,19032,-6492
32277,-26874,16444,-2937
31860,-25324,13710,653
31318,-23619,10855,4236
30652,-21768,7904,7768
29867,-19784,4883,11206
28964,-17679,1819,14510
27947,-15465,-1260,17640
26821,-13156,-4329,20557
25589,-10767,-7359,23227
24256,-8311,-10325,25618
22828,-5804,-13199,27701
21311,-3262,-15957,29450
19710,-700,-18573,30846
18031,1866,-21026,31871
16282,4421,-23293,32512
14468,6949,-25354,32763
12598,9434,-27191,32620
10678,11862,-28787,32084
8717,14217,-30130,31163
6721,16484,-31206,29867
4698,18650,-32006,28212
2658,20702,-32524,26217
606,22627,-32754,23908
-1446,24413,-32695,21311
-3494,26049,-32346,18458
-5528,27525,-31713,15383
-7541,28832,-30798,12123
-9524,29962,-29612,8717
-11469,30908,-28164,5206
-13370,31665,-26467,1633
-15218,32227,-24537,-1959
-17006,32592,-22389,-5528
-18727,32756,-20044,-9031
-20375,32720,-17521,-12426
-21942,32482,-14844,-15670
-23424,32046,-12036,-18727
-24813,31412,-9121,-21558
-26105,30586,-6126,-24130
-27294,29572,-3076,-26412
-28377,28377,0,-28377
-29347,27007,3076,-30000
-30203,25472,6126,-31262
-30939,23780,9121,-32149
-31554,21942,12036,-32649
-32046,19970,14844,-32756
-32411,17875,17521,-32470
-32649,15670,20044,-31793
-32759,13370,22389,-30734
-32739,10987,24537,-29306
-32592,8537,26467,-27525
-32316,6034,28164,-25413
-31914,3494,29612,-22995
-31385,933,30798,-20301
-30734,-1633,31713,-17363
-29962,-4190,32346,-14217
-29072,-6721,32695,-10899
-28068,-9211,32754,-7450
-26954,-11644,32524,-3912
-25734,-14006,32006,-326
-24413,-16282,31206,3262
-22995,-18458,30130,6812
-21488,-20521,28787,10280
-19896,-22457,27191,13625
-18226,-24256,25354,16806
-16484,-25906,23293,19784
-14677,-27397,21026,22525
-12813,-28720,18573,24995
-10899,-29867,15957,27165
-8942,-30830,13199,29007
-6949,-31604,10325,30501
-4929,-32184,7359,31629
-2890,-32567,4329,32376
-840,-32750,1260,32734
1213,-32731,-1819,32698
3262,-32512,-4883,32269
5298,-32093,-7904,31452
7314,-31478,-10855,30257
9300,-30669,-13710,28698
11250,-29672,-16444,26794
13156,-28493,-19032,24568
15010,-27138,-21453,22046
16806,-25618,-23683,19259
18535,-23940,-25705,16241
20191,-22115,-27499,13028
21768,-20154,-29051,9658
23260,-18070,-30345,6172
24660,-15875,-31372,2611
25963,-13582,-32121,-980
27165,-11206,-32587,-4560
28259,-8762,-32765,-8085
29243,-6263,-32653,-11513
30111,-3726,-32252,-14803
30862,-1166,-31567,-17914
31491,1400,-30603,-20810
31996,3958,-29368,-23456
32376,6492,-27874,-25820
32628,8986,-26133,-27874
32753,11426,-24162,-29592
32748,13795,-21977,-30955
32615,16079,-19598,-31945
32354,18264,-17046,-32551
31966,20338,-14343,-32766
31452,22287,-11513,-32587
30814,24099,-8582,-32016
30056,25763,-5574,-31060
29179,27269,-2518,-29731
28188,28607,560,-28044
27086,29770,3633,-26020
25878,30750,6675,-23683
24568,31542,9658,-21062
23161,32140,12555,-18187
21663,32540,15341,-15093
20081,32741,17992,-11818
18419,32741,20484,-8401
16685,32540,22795,-4883
14886,32140,24904,-1306
13028,31542,26794,2285
11119,30750,28446,5850
9166,29770,29848,9345
7177,28607,30985,12727
5160,27269,31849,15957
3123,25763,32431,18994
1073,24099,32727,21803
-980,22287,32734,24350
-3030,20338,32451,26604
-5068,18264,31881,28539
-7086,16079,31030,30130
-9076,13795,29905,31359
-11031,11426,28516,32210
-12942,8986,26874,32675
-14803,6492,24995,32747
-16605,3958,22895,32424
-18342,1400,20593,31713
-20007,-1166,18109,30619
-21593,-3726,15465,29158
-23095,-6263,12684,27346
-24506,-8762,9791,25205
-25820,-11206,6812,22761
-27033,-13582,3773,20044
-28140,-15875,700,17085
-29137,-18070,-2378,13921
-30018,-20154,-5436,10590
-30782,-22115,-8446,7131
-31425,-23940,-11382,3587
-31945,-25618,-14217,0
-32339,-27138,-16926,-3587
-32606,-28493,-19485,-7131
-32745,-29672,-21873,-10590
-32755,-30669,-24067,-13921
-32637,-31478,-26049,-17085
-32390,-32093,-27800,-20044
-32016,-32512,-29306,-22761
-31516,-32731,-30552,-25205
-30893,-32750,-31529,-27346
-30148,-32567,-32227,-29158
-29285,-32184,-32641,-30619
-28306,-31604,-32766,-31713
-27217,-30830,-32601,-32424
-26020,-29867,-32149,-32747
-24721,-28720,-31412,-32675
-23326,-27397,-30398,-32210
-21838,-25906,-29115,-31359
-20265,-24256,-27575,-30130
-18612,-22457,-25791,-28539
-16886,-20521,-23780,-26604
-15093,-18458,-21558,-24350
-13242,-16282,-19146,-21803
-11338,-14006,-16565,-18994
-9390,-11644,-13837,-15957
-7405,-9211,-10987,-12727
-5390,-6721,-8040,-9345
-3355,-4190,-5022,-5850
-1306,-1633,-1959,-2285
746,933,1120,1306
2797,3494,4190,4883
4837,6034,7223,8401
6858,8537,10192,11818
8852,10987,13071,15093
10811,13370,15834,18187
12727,15670,18458,21062
14594,17875,20918,23683
16403,19970,23194,26020
18148,21942,25265,28044
19822,23780,27112,29731
21417,25472,28720,31060
22929,27007,30074,32016
24350,28377,31163,32587
25676,29572,31976,32766
26901,30586,32506,32551
28020,31412,32750,31945
29029,32046,32704,30955
29924,32482,32369,29592
30702,32720,31747,27874
31359,32756,30846,25820
31892,32592,29672,23456
32301,32227,28235,20810
32582,31665,26550,17914
32736,30908,24629,14803
32760,29962,22491,11513
32657,28832,20154,8085
32424,27525,17640,4560
32065,26049,14969,980
31579,24413,12166,-2611
30970,22627,9255,-6172
30239,20702,6263,-9658
29389,18650,3216,-13028
28423,16484,140,-16241
27346,14217,-2937,-19259
26161,11862,-5988,-22046
24874,9434,-8986,-24568
23489,6949,-11905,-26794
22012,4421,-14719,-28698
20448,1866,-17403,-30257
18803,-700,-19933,-31452
17085,-3262,-22287,-32269
15300,-5804,-24444,-32698
13455,-8311,-26385,-32734
11557,-10767,-28092,-32376
9613,-13156,-29552,-31629
7632,-15465,-30750,-30501
5620,-17679,-31677,-29007
3587,-19784,-32324,-27165
1540,-21768,-32685,-24995
-513,-23619,-32757,-22525
-2565,-25324,-32540,-19784
-4606,-26874,-32036,-16806
-6629,-28259,-31248,-13625
-8627,-29471,-30184,-10280
-10590,-30501,-28854,-6812
-12512,-31345,-27269,-3262
-14385,-31996,-25442,326
-16201,-32451,-23391,3912
-17953,-32706,-21133,7450
-19635,-32761,-18689,10899
-21240,-32615,-16079,14217
-22761,-32269,-13327,17363
-24193,-31724,-10457,20301
-25530,-30985,-7496,22995
-26767,-30056,-4467,25413
-27898,-28942,-1400,27525
-28920,-27651,1679,29306
-29828,-26189,4745,30734
-30619,-24568,7768,31793
-31290,-22795,10723,32470
-31838,-20882,13582,32756
-32261,-18842,16322,32649
-32557,-16685,18918,32149
-32725,-14427,21346,31262
-32764,-12079,23586,30000
-32675,-9658,25618,28377
-32457,-7177,27423,26412
-32112,-4652,28986,24130
-31641,-2099,30292,21558
-31045,466,31331,18727
-30328,3030,32093,15670
-29491,5574,32572,12426
-28539,8085,32763,9031
-27474,10546,32664,5528
-26301,12942,32277,1959
-25025,15259,31604,-1633
-23651,17482,30652,-5206
-22184,19598,29430,-8717
-20630,21593,27947,-12123
-18994,23456,26217,-15383
-17284,25175,24256,-18458
-15506,26740,22081,-21311
-13667,28140,19710,-23908
-11775,29368,17165,-26217
-9836,30415,14468,-28212
-7859,31276,11644,-29867
-5850,31945,8717,-31163
-3819,32418,5712,-32084
-1773,32691,2658,-32620
280,32765,-420,-32763
2332,32637,-3494,-32512
4375,32308,-6538,-31871
6401,31782,-9524,-30846
8401,31060,-12426,-29450
10369,30148,-15218,-27701
12296,29051,-17875,-25618
14174,27775,-20375,-23227
15997,26329,-22694,-20557
17758,24721,-24813,-17640
19448,22962,-26713,-14510
21062,21062,-28377,-11206
22593,19032,-29790,-7768
24035,16886,-30939,-4236
25383,14636,-31816,-653
26632,12296,-32411,2937
27775,9881,-32720,6492
28810,7405,-32739,9970
29731,4883,-32470,13327
30535,2332,-31914,16524
31220,-233,-31075,19523
31782,-2797,-29962,22287
32219,-5344,-28584,24783
32529,-7859,-26954,26980
32712,-10325,-25085,28854
32766,-12727,-22995,30381
32691,-15052,-20702,31542
32488,-17284,-18226,32324
32158,-19410,-15588,32717
31701,-21417,-12813,32717
31119,-23293,-9925,32324
30415,-25025,-6949,31542
29592,-26604,-3912,30381
28653,-28020,-840,28854
27600,-29264,2239,26980
26440,-30328,5298,24783
25175,-31206,8311,22287
23812,-31892,11250,19523
22355,-32383,14090,16524
20810,-32675,16806,13327
19184,-32766,19373,9970
17482,-32657,21768,6492
15711,-32346,23972,2937
13879,-31838,25963,-653
11992,-31134,27725,-4236
10058,-30239,29243,-7768
8085,-29158,30501,-11206
6080,-27898,31491,-14510
4051,-26467,32202,-17640
2006,-24874,32628,-20557
-46,-23128,32766,-23227
-2099,-21240,32615,-25618
-4143,-19222,32176,-27701
-6172,-17085,31452,-29450
-8175,-14844,30450,-30846
-10147,-12512,29179,-31871
-12079,-10103,27651,-32512
-13964,-7632,25878,-32763
-15793,-5114,23876,-32620
-17561,-2565,21663,-32084
-19259,0,19259,-31163
-20882,2565,16685,-29867
-22423,5114,13964,-28212
-23876,7632,11119,-26217
-25235,10103,8175,-23908
-26495,12512,5160,-21311
-27651,14844,2099,-18458
-28698,17085,-980,-15383
-29632,19222,-4051,-12123
-30450,21240,-7086,-8717
-31148,23128,-10058,-5206
-31724,24874,-12942,-1633
-32176,26467,-15711,1959
-32500,27898,-18342,5528
-32698,29158,-20810,9031
-32766,30239,-23095,12426
-32706,31134,-25175,15670
-32518,31838,-27033,18727
-32202,32346,-28653,21558
-31759,32657,-30018,24130
-31192,32766,-31119,26412
-30501,32675,-31945,28377
-29692,32383,-32488,30000
-28765,31892,-32745,31262
-27725,31206,-32712,32149
-26577,30328,-32390,32649
-25324,29264,-31782,32756
-23972,28020,-30893,32470
-22525,26604,-29731,31793
-20990,25025,-28306,30734
-19373,23293,-26632,29306
-17679,21417,-24721,27525
-15916,19410,-22593,25413
-14090,17284,-20265,22995
-12209,15052,-17758,20301
-10280,12727,-15093,17363
-8311,10325,-12296,14217
-6309,7859,-9390,10899
-4282,5344,-6401,7450
-2239,2797,-3355,3912
-186,233,-280,326
1866,-2332,2797,-3262
3912,-4883,5850,-6812
5942,-7405,8852,-10280
7949,-9881,11775,-13625
9925,-12296,14594,-16806
11862,-14636,17284,-19784
13752,-16886,19822,-22525
15588,-19032,22184,-24995
17363,-21062,24350,-27165
19070,-22962,26301,-29007
20702,-24721,28020,-30501
22252,-26329,29491,-31629
23716,-27775,30702,-32376
25085,-29051,31641,-32734
26357,-30148,32301,-32698
27525,-31060,32675,-32269
28584,-31782,32760,-31452
29532,-32308,32557,-30257
30363,-32637,32065,-28698
31075,-32765,31290,-26794
31665,-32691,30239,-24568
32131,-32418,28920,-22046
32470,-31945,27346,-19259
32682,-31276,25530,-16241
32765,-30415,23489,-13028
32720,-29368,21240,-9658
32546,-28140,18803,-6172
32244,-26740,16201,-2611
31816,-25175,13455,980
31262,-23456,10590,4560
30586,-21593,7632,8085
29790,-19598,4606,11513
28876,-17482,1540,14803
27849,-15259,-1540,17914
26713,-12942,-4606,20810
25472,-10546,-7632,23456
24130,-8085,-10590,25820
22694,-5574,-13455,27874
21169,-3030,-16201,29592
19560,-466,-18803,30955
17875,2099,-21240,31945
16120,4652,-23489,32551
14301,7177,-25530,32766
12426,9658,-27346,32587
10502,12079,-28920,32016
8537,14427,-30239,31060
6538,16685,-31290,29731
4514,18842,-32065,28044
2471,20882,-32557,26020
420,22795,-32760,23683
-1633,24568,-32675,21062
-3680,26189,-32301,18187
-5712,27651,-31641,15093
-7723,28942,-30702,11818
-9702,30056,-29491,8401
-11644,30985,-28020,4883
-13540,31724,-26301,1306
-15383,32269,-24350,-2285
-17165,32615,-22184,-5850
-18880,32761,-19822,-9345
-20521,32706,-17284,-12727
-22081,32451,-14594,-15957
-23554,31996,-11775,-18994
-24935,31345,-8852,-21803
-26217,30501,-5850,-24350
-27397,29471,-2797,-26604
-28469,28259,280,-28539
-29430,26874,3355,-30130
-30275,25324,6401,-31359
-31000,23619,9390,-32210
-31604,21768,12296,-32675
-32084,19784,15093,-32747
-32438,17679,17758,-32424
-32664,15465,20265,-31713
-32762,13156,22593,-30619
-32731,10767,24721,-29158
-32572,8311,26632,-27346
-32285,5804,28306,-25205
-31871,3262,29731,-22761
-31331,700,30893,-20044
-30669,-1866,31782,-17085
-29886,-4421,32390,-13921
-28986,-6949,32712,-10590
-27971,-9434,32745,-7131
-26847,-11862,32488,-3587
-25618,-14217,31945,0
-24288,-16484,31119,3587
-22862,-18650,30018,7131
-21346,-20702,28653,10590
-19747,-22627,27033,13921
-18070,-24413,25175,17085
-16322,-26049,23095,20044
-14510,-27525,20810,22761
-12641,-28832,18342,25205
-10723,-29962,15711,27346
-8762,-30908,12942,29158
-6766,-31665,10058,30619
-4745,-32227,7086,31713
-2704,-32592,4051,32424
-653,-32756,980,32747
1400,-32720,-2099,32675
3448,-32482,-5160,32210
5482,-32046,-8175,31359
7496,-31412,-11119,30130
9479,-30586,-13964,28539
11426,-29572,-16685,26604
13327,-28377,-19259,24350
15176,-27007,-21663,21803
16966,-25472,-23876,18994
18689,-23780,-25878,15957
20338,-21942,-27651,12727
21908,-19970,-29179,9345
23391,-17875,-30450,5850
24783,-15670,-31452,2285
26077,-13370,-32176,-1306
27269,-10987,-32615,-4883
28353,-8537,-32766,-8401
29326,-6034,-32628,-11818
30184,-3494,-32202,-15093
30924,-933,-31491,-18187
31542,1633,-30501,-21062
32036,4190,-29243,-23683
32404,6721,-27725,-26020
32645,9211,-25963,-28044
32757,11644,-23972,-29731
32741,14006,-21768,-31060
32597,16282,-19373,-32016
32324,18458,-16806,-32587
31924,20521,-14090,-32766
31399,22457,-11250,-32551
30750,24256,-8311,-31945
29981,25906,-5298,-30955
29094,27397,-2239,-29592
28092,28720,840,-27874
26980,29867,3912,-25820
25763,30830,6949,-23456
24444,31604,9925,-20810
23029,32184,12813,-17914
21523,32567,15588,-14803
19933,32750,18226,-11513
18264,32731,20702,-8085
16524,32512,22995,-4560
14719,32093,25085,-980
12856,31478,26954,2611
10943,30669,28584,6172
8986,29672,29962,9658
6995,28493,31075,13028
4975,27138,31914,16241
2937,25618,32470,19259
886,23940,32739,22046
-1166,22115,32720,24568
-3216,20154,32411,26794
-5252,18070,31816,28698
-7268,15875,30939,30257
-9255,13582,29790,31452
-11206,11206,28377,32269
-13113,8762,26713,32698
-14969,6263,24813,32734
-16766,3726,22694,32376
-18496,1166,20375,31629
-20154,-1400,17875,30501
-21733,-3958,15218,29007
-23227,-6492,12426,27165
-24629,-8986,9524,24995
-25935,-11426,6538,22525
-27138,-13795,3494,19784
-28235,-16079,420,16806
-29222,-18264,-2658,13625
-30093,-20338,-5712,10280
-30846,-22287,-8717,6812
-31478,-24099,-11644,3262
-31986,-25763,-14468,-326
-32369,-27269,-17165,-3912
-32624,-28607,-19710,-7450
-32751,-29770,-22081,-10899
-32750,-30750,-24256,-14217
-32620,-31542,-26217,-17363
-32361,-32140,-27947,-20301
-31976,-32540,-29430,-22995
-31465,-32741,-30652,-25413
-30830,-32741,-31604,-27525
-30074,-32540,-32277,-29306
-29200,-32140,-32664,-30734
-28212,-31542,-32763,-31793
-27112,-30750,-32572,-32470
-25906,-29770,-32093,-32756
-24598,-28607,-31331,-32649
-23194,-27269,-30292,-32149
-21698,-25763,-28986,-31262
-20118,-24099,-27423,-30000
-18458,-22287,-25618,-28377
-16725,-20338,-23586,-26412
-14927,-18264,-21346,-24130
-13071,-16079,-18918,-21558
-11163,-13795,-16322,-18727
-9211,-11426,-13582,-15670
-7223,-8986,-10723,-12426
-5206,-6492,-7768,-9031
-3169,-3958,-4745,-5528
-1120,-1400,-1679,-1959
933,1166,1400,1633
2983,3726,4467,5206
5022,6263,7496,8717
7040,8762,10457,12123
9031,11206,13327,15383
10987,13582,16079,18458
12899,15875,18689,21311
14761,18070,21133,23908
16565,20154,23391,26217
18303,22115,25442,28212
19970,23940,27269,29867
21558,25618,28854,31163
23062,27138,30184,32084
24475,28493,31248,32620
25791,29672,32036,32763
27007,30669,32540,32512
28116,31478,32757,31871
29115,32093,32685,30846
30000,32512,32324,29450
30766,32731,31677,27701
31412,32750,30750,25618
31935,32567,29552,23227
32331,32184,28092,20557
32601,31604,26385,17640
32743,30830,24444,14510
32756,29867,22287,11206
32641,28720,19933,7768
32397,27397,17403,4236
32026,25906,14719,653
31529,24256,11905,-2937
30908,22457,8986,-6492
30166,20521,5988,-9970
29306,18458,2937,-13327
28330,16282,-140,-16524
27243,14006,-3216,-19523
26049,11644,-6263,-22287
24752,9211,-9255,-24783
23358,6721,-12166,-26980
21873,4190,-14969,-28854
20301,1633,-17640,-30381
18650,-933,-20154,-31542
16926,-3494,-22491,-32324
15135,-6034,-24629,-32717
13284,-8537,-26550,-32717
11382,-10987,-28235,-32324
9434,-13370,-29672,-31542
7450,-15670,-30846,-30381
5436,-17875,-31747,-28854
3401,-19970,-32369,-26980
1353,-21942,-32704,-24783
-700,-23780,-32750,-22287
-2751,-25472,-32506,-19523
-4791,-27007,-31976,-16524
-6812,-28377,-31163,-13327
-8807,-29572,-30074,-9970
-10767,-30586,-28720,-6492
-12684,-31412,-27112,-2937
-14552,-32046,-25265,653
-16363,-32482,-23194,4236
-18109,-32720,-20918,7768
-19784,-32756,-18458,11206
-21382,-32592,-15834,14510
-22895,-32227,-13071,17640
-24319,-31665,-10192,20557
-25647,-30908,-7223,23227
-26874,-29962,-4190,25618
-27996,-28832,-1120,27701
-29007,-27525,1959,29450
-29905,-26049,5022,30846
-30685,-24413,8040,31871
-31345,-22627,10987,32512
-31881,-20702,13837,32763
-32293,-18650,16565,32620
-32577,-16484,19146,32084
-32734,-14217,21558,31163
-32761,-11862,23780,29867
-32660,-9434,25791,28212
-32431,-6949,27575,26217
-32075,-4421,29115,23908
-31592,-1866,30398,21311
-30985,700,31412,18458
-30257,3262,32149,15383
-29409,5804,32601,12123
-28446,8311,32766,8717
-27372,10767,32641,5206
-26189,13156,32227,1633
-24904,15465,31529,-1959
